subject_ID,p_duration,p_country,p_languages,p_age,p_gender,p_race,p_parent,p_inj_experienced,condition,rating,injury,character,race,age,gender,,,,,,,,,
24g,1202,Poland,polish,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",7,2,splinter,jessica,b,c,f,,,,,,,,,
24g,1202,Poland,polish,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",7,3,stomach ache,chris,b,a,m,,,,,,,,,
24g,1202,Poland,polish,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",7,1,soup,tyler,b,c,m,,,,,,,,,
24g,1202,Poland,polish,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",7,7,broken arm,dominic,b,c,m,,,,,,,,,
24g,1202,Poland,polish,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",7,1,paper cut,jacob,b,a,m,,,,,,,,,
24g,1202,Poland,polish,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",7,3,skinned knees,kendall,b,c,f,,,,,,,,,
24g,1202,Poland,polish,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",7,1,bruised leg,sarah,b,a,f,,,,,,,,,
24g,1202,Poland,polish,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",7,4,bee sting,wyatt,w,c,m,,,,,,,,,
24g,1202,Poland,polish,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",7,1,splinter,robert,w,a,m,,,,,,,,,
24g,1202,Poland,polish,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",7,3,stomach ache,tara,w,c,f,,,,,,,,,
24g,1202,Poland,polish,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",7,0,soup,charlotte,w,a,f,,,,,,,,,
25g,1178,Mexico,no,24,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",7,5,broken arm,rachel,w,a,f,,,,,,,,,
25g,1178,Mexico,no,24,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",7,1,paper cut,sydney,w,c,f,,,,,,,,,
25g,1178,Mexico,no,24,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",7,5,skinned knees,david,w,a,m,,,,,,,,,
25g,1178,Mexico,no,24,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",7,2,bruised leg,kyle,w,c,m,,,,,,,,,
25g,1178,Mexico,no,24,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",7,3,bee sting,marissa,b,a,f,,,,,,,,,
25g,1178,Mexico,no,24,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",7,1,splinter,jessica,b,c,f,,,,,,,,,
25g,1178,Mexico,no,24,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",7,2,stomach ache,chris,b,a,m,,,,,,,,,
25g,1178,Mexico,no,24,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",7,3,soup,tyler,b,c,m,,,,,,,,,
25g,1178,Mexico,no,24,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",7,6,broken arm,dominic,b,c,m,,,,,,,,,
25g,1178,Mexico,no,24,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",7,1,paper cut,jacob,b,a,m,,,,,,,,,
25g,1178,Mexico,no,24,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",7,6,skinned knees,kendall,b,c,f,,,,,,,,,
25g,1178,Mexico,no,24,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",7,3,bruised leg,sarah,b,a,f,,,,,,,,,
25g,1178,Mexico,no,24,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",7,4,bee sting,wyatt,w,c,m,,,,,,,,,
25g,1178,Mexico,no,24,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",7,1,splinter,robert,w,a,m,,,,,,,,,
25g,1178,Mexico,no,24,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",7,1,stomach ache,tara,w,c,f,,,,,,,,,
25g,1178,Mexico,no,24,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",7,2,soup,charlotte,w,a,f,,,,,,,,,
26g,428,UK,German,49,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",7,6,broken arm,rachel,w,a,f,,,,,,,,,
26g,428,UK,German,49,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",7,3,paper cut,sydney,w,c,f,,,,,,,,,
26g,428,UK,German,49,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",7,3,skinned knees,david,w,a,m,,,,,,,,,
26g,428,UK,German,49,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",7,4,bruised leg,kyle,w,c,m,,,,,,,,,
26g,428,UK,German,49,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",7,3,bee sting,marissa,b,a,f,,,,,,,,,
26g,428,UK,German,49,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",7,3,splinter,jessica,b,c,f,,,,,,,,,
26g,428,UK,German,49,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",7,3,stomach ache,chris,b,a,m,,,,,,,,,
26g,428,UK,German,49,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",7,2,soup,tyler,b,c,m,,,,,,,,,
26g,428,UK,German,49,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",7,5,broken arm,dominic,b,c,m,,,,,,,,,
26g,428,UK,German,49,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",7,2,paper cut,jacob,b,a,m,,,,,,,,,
26g,428,UK,German,49,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",7,4,skinned knees,kendall,b,c,f,,,,,,,,,
26g,428,UK,German,49,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",7,4,bruised leg,sarah,b,a,f,,,,,,,,,
26g,428,UK,German,49,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",7,4,bee sting,wyatt,w,c,m,,,,,,,,,
26g,428,UK,German,49,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",7,2,splinter,robert,w,a,m,,,,,,,,,
26g,428,UK,German,49,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",7,3,stomach ache,tara,w,c,f,,,,,,,,,
26g,428,UK,German,49,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",7,2,soup,charlotte,w,a,f,,,,,,,,,
1h,437,Poland,Polish,21,male,white,no,"stomach ache,skinned knees,burned tongue,splinter,bruised leg,bee sting",8,2,splinter,rachel,w,a,f,,,,,,,,,
1h,437,Poland,Polish,21,male,white,no,"stomach ache,skinned knees,burned tongue,splinter,bruised leg,bee sting",8,6,bee sting,sydney,w,c,f,,,,,,,,,
1h,437,Poland,Polish,21,male,white,no,"stomach ache,skinned knees,burned tongue,splinter,bruised leg,bee sting",8,2,paper cut,david,w,a,m,,,,,,,,,
1h,437,Poland,Polish,21,male,white,no,"stomach ache,skinned knees,burned tongue,splinter,bruised leg,bee sting",8,7,broken arm,kyle,w,c,m,,,,,,,,,
1h,437,Poland,Polish,21,male,white,no,"stomach ache,skinned knees,burned tongue,splinter,bruised leg,bee sting",8,2,soup,marissa,b,a,f,,,,,,,,,
1h,437,Poland,Polish,21,male,white,no,"stomach ache,skinned knees,burned tongue,splinter,bruised leg,bee sting",8,5,stomach ache,jessica,b,c,f,,,,,,,,,
1h,437,Poland,Polish,21,male,white,no,"stomach ache,skinned knees,burned tongue,splinter,bruised leg,bee sting",8,3,skinned knees,chris,b,a,m,,,,,,,,,
1h,437,Poland,Polish,21,male,white,no,"stomach ache,skinned knees,burned tongue,splinter,bruised leg,bee sting",8,2,bruised leg,tyler,b,c,m,,,,,,,,,
1h,437,Poland,Polish,21,male,white,no,"stomach ache,skinned knees,burned tongue,splinter,bruised leg,bee sting",8,3,splinter,dominic,b,c,m,,,,,,,,,
1h,437,Poland,Polish,21,male,white,no,"stomach ache,skinned knees,burned tongue,splinter,bruised leg,bee sting",8,5,bee sting,jacob,b,a,m,,,,,,,,,
1h,437,Poland,Polish,21,male,white,no,"stomach ache,skinned knees,burned tongue,splinter,bruised leg,bee sting",8,3,paper cut,kendall,b,c,f,,,,,,,,,
1h,437,Poland,Polish,21,male,white,no,"stomach ache,skinned knees,burned tongue,splinter,bruised leg,bee sting",8,6,broken arm,sarah,b,a,f,,,,,,,,,
1h,437,Poland,Polish,21,male,white,no,"stomach ache,skinned knees,burned tongue,splinter,bruised leg,bee sting",8,4,soup,wyatt,w,c,m,,,,,,,,,
1h,437,Poland,Polish,21,male,white,no,"stomach ache,skinned knees,burned tongue,splinter,bruised leg,bee sting",8,2,stomach ache,robert,w,a,m,,,,,,,,,
1h,437,Poland,Polish,21,male,white,no,"stomach ache,skinned knees,burned tongue,splinter,bruised leg,bee sting",8,5,skinned knees,tara,w,c,f,,,,,,,,,
1h,437,Poland,Polish,21,male,white,no,"stomach ache,skinned knees,burned tongue,splinter,bruised leg,bee sting",8,4,bruised leg,charlotte,w,a,f,,,,,,,,,
2h,402,MEXICO,JAPANESE,31,female,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,2,splinter,rachel,w,a,f,,,,,,,,,
2h,402,MEXICO,JAPANESE,31,female,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,4,bee sting,sydney,w,c,f,,,,,,,,,
2h,402,MEXICO,JAPANESE,31,female,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,2,paper cut,david,w,a,m,,,,,,,,,
2h,402,MEXICO,JAPANESE,31,female,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,7,broken arm,kyle,w,c,m,,,,,,,,,
2h,402,MEXICO,JAPANESE,31,female,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,2,soup,marissa,b,a,f,,,,,,,,,
2h,402,MEXICO,JAPANESE,31,female,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,4,stomach ache,jessica,b,c,f,,,,,,,,,
2h,402,MEXICO,JAPANESE,31,female,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,2,skinned knees,chris,b,a,m,,,,,,,,,
2h,402,MEXICO,JAPANESE,31,female,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,4,bruised leg,tyler,b,c,m,,,,,,,,,
2h,402,MEXICO,JAPANESE,31,female,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,5,splinter,dominic,b,c,m,,,,,,,,,
2h,402,MEXICO,JAPANESE,31,female,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,3,bee sting,jacob,b,a,m,,,,,,,,,
2h,402,MEXICO,JAPANESE,31,female,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,3,paper cut,kendall,b,c,f,,,,,,,,,
2h,402,MEXICO,JAPANESE,31,female,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,5,broken arm,sarah,b,a,f,,,,,,,,,
2h,402,MEXICO,JAPANESE,31,female,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,4,soup,wyatt,w,c,m,,,,,,,,,
2h,402,MEXICO,JAPANESE,31,female,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,3,stomach ache,robert,w,a,m,,,,,,,,,
2h,402,MEXICO,JAPANESE,31,female,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,5,skinned knees,tara,w,c,f,,,,,,,,,
2h,402,MEXICO,JAPANESE,31,female,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,3,bruised leg,charlotte,w,a,f,,,,,,,,,
3h,386,México,Español,25,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",8,3,splinter,rachel,w,a,f,,,,,,,,,
3h,386,México,Español,25,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",8,3,bee sting,sydney,w,c,f,,,,,,,,,
3h,386,México,Español,25,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",8,3,paper cut,david,w,a,m,,,,,,,,,
3h,386,México,Español,25,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",8,5,broken arm,kyle,w,c,m,,,,,,,,,
3h,386,México,Español,25,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",8,3,soup,marissa,b,a,f,,,,,,,,,
3h,386,México,Español,25,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",8,4,stomach ache,jessica,b,c,f,,,,,,,,,
3h,386,México,Español,25,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",8,3,skinned knees,chris,b,a,m,,,,,,,,,
3h,386,México,Español,25,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",8,3,bruised leg,tyler,b,c,m,,,,,,,,,
3h,386,México,Español,25,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",8,3,splinter,dominic,b,c,m,,,,,,,,,
3h,386,México,Español,25,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",8,3,bee sting,jacob,b,a,m,,,,,,,,,
3h,386,México,Español,25,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",8,3,paper cut,kendall,b,c,f,,,,,,,,,
3h,386,México,Español,25,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",8,5,broken arm,sarah,b,a,f,,,,,,,,,
3h,386,México,Español,25,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",8,3,soup,wyatt,w,c,m,,,,,,,,,
3h,386,México,Español,25,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",8,3,stomach ache,robert,w,a,m,,,,,,,,,
3h,386,México,Español,25,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",8,3,skinned knees,tara,w,c,f,,,,,,,,,
3h,386,México,Español,25,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",8,3,bruised leg,charlotte,w,a,f,,,,,,,,,
4h,469,Mexico,Spanish,31,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,bee sting",8,4,splinter,rachel,w,a,f,,,,,,,,,
4h,469,Mexico,Spanish,31,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,bee sting",8,6,bee sting,sydney,w,c,f,,,,,,,,,
4h,469,Mexico,Spanish,31,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,bee sting",8,1,paper cut,david,w,a,m,,,,,,,,,
4h,469,Mexico,Spanish,31,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,bee sting",8,7,broken arm,kyle,w,c,m,,,,,,,,,
4h,469,Mexico,Spanish,31,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,bee sting",8,1,soup,marissa,b,a,f,,,,,,,,,
4h,469,Mexico,Spanish,31,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,bee sting",8,4,stomach ache,jessica,b,c,f,,,,,,,,,
4h,469,Mexico,Spanish,31,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,bee sting",8,3,skinned knees,chris,b,a,m,,,,,,,,,
4h,469,Mexico,Spanish,31,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,bee sting",8,3,bruised leg,tyler,b,c,m,,,,,,,,,
4h,469,Mexico,Spanish,31,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,bee sting",8,7,splinter,dominic,b,c,m,,,,,,,,,
4h,469,Mexico,Spanish,31,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,bee sting",8,1,bee sting,jacob,b,a,m,,,,,,,,,
4h,469,Mexico,Spanish,31,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,bee sting",8,2,paper cut,kendall,b,c,f,,,,,,,,,
4h,469,Mexico,Spanish,31,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,bee sting",8,6,broken arm,sarah,b,a,f,,,,,,,,,
4h,469,Mexico,Spanish,31,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,bee sting",8,4,soup,wyatt,w,c,m,,,,,,,,,
4h,469,Mexico,Spanish,31,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,bee sting",8,1,stomach ache,robert,w,a,m,,,,,,,,,
4h,469,Mexico,Spanish,31,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,bee sting",8,5,skinned knees,tara,w,c,f,,,,,,,,,
4h,469,Mexico,Spanish,31,male,hispanic_latino,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,bee sting",8,3,bruised leg,charlotte,w,a,f,,,,,,,,,
5h,381,Spain,Spanish,23,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg",8,6,splinter,rachel,w,a,f,,,,,,,,,
5h,381,Spain,Spanish,23,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg",8,6,bee sting,sydney,w,c,f,,,,,,,,,
5h,381,Spain,Spanish,23,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg",8,3,paper cut,david,w,a,m,,,,,,,,,
5h,381,Spain,Spanish,23,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg",8,7,broken arm,kyle,w,c,m,,,,,,,,,
5h,381,Spain,Spanish,23,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg",8,2,soup,marissa,b,a,f,,,,,,,,,
5h,381,Spain,Spanish,23,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg",8,4,stomach ache,jessica,b,c,f,,,,,,,,,
5h,381,Spain,Spanish,23,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg",8,4,skinned knees,chris,b,a,m,,,,,,,,,
5h,381,Spain,Spanish,23,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg",8,3,bruised leg,tyler,b,c,m,,,,,,,,,
5h,381,Spain,Spanish,23,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg",8,7,splinter,dominic,b,c,m,,,,,,,,,
5h,381,Spain,Spanish,23,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg",8,5,bee sting,jacob,b,a,m,,,,,,,,,
5h,381,Spain,Spanish,23,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg",8,4,paper cut,kendall,b,c,f,,,,,,,,,
5h,381,Spain,Spanish,23,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg",8,7,broken arm,sarah,b,a,f,,,,,,,,,
5h,381,Spain,Spanish,23,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg",8,3,soup,wyatt,w,c,m,,,,,,,,,
5h,381,Spain,Spanish,23,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg",8,3,stomach ache,robert,w,a,m,,,,,,,,,
5h,381,Spain,Spanish,23,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg",8,4,skinned knees,tara,w,c,f,,,,,,,,,
5h,381,Spain,Spanish,23,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg",8,3,bruised leg,charlotte,w,a,f,,,,,,,,,
6h,452,Czech Republic,Czech,32,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,2,splinter,rachel,w,a,f,,,,,,,,,
6h,452,Czech Republic,Czech,32,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,3,bee sting,sydney,w,c,f,,,,,,,,,
6h,452,Czech Republic,Czech,32,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,1,paper cut,david,w,a,m,,,,,,,,,
6h,452,Czech Republic,Czech,32,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,5,broken arm,kyle,w,c,m,,,,,,,,,
6h,452,Czech Republic,Czech,32,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,1,soup,marissa,b,a,f,,,,,,,,,
6h,452,Czech Republic,Czech,32,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,3,stomach ache,jessica,b,c,f,,,,,,,,,
6h,452,Czech Republic,Czech,32,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,3,skinned knees,chris,b,a,m,,,,,,,,,
6h,452,Czech Republic,Czech,32,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,2,bruised leg,tyler,b,c,m,,,,,,,,,
6h,452,Czech Republic,Czech,32,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,2,splinter,dominic,b,c,m,,,,,,,,,
6h,452,Czech Republic,Czech,32,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,3,bee sting,jacob,b,a,m,,,,,,,,,
6h,452,Czech Republic,Czech,32,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,2,paper cut,kendall,b,c,f,,,,,,,,,
6h,452,Czech Republic,Czech,32,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,5,broken arm,sarah,b,a,f,,,,,,,,,
6h,452,Czech Republic,Czech,32,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,1,soup,wyatt,w,c,m,,,,,,,,,
6h,452,Czech Republic,Czech,32,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,3,stomach ache,robert,w,a,m,,,,,,,,,
6h,452,Czech Republic,Czech,32,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,3,skinned knees,tara,w,c,f,,,,,,,,,
6h,452,Czech Republic,Czech,32,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,1,bruised leg,charlotte,w,a,f,,,,,,,,,
7h,485,Hungary,german,26,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,2,splinter,rachel,w,a,f,,,,,,,,,
7h,485,Hungary,german,26,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,4,bee sting,sydney,w,c,f,,,,,,,,,
7h,485,Hungary,german,26,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,1,paper cut,david,w,a,m,,,,,,,,,
7h,485,Hungary,german,26,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,5,broken arm,kyle,w,c,m,,,,,,,,,
7h,485,Hungary,german,26,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,1,soup,marissa,b,a,f,,,,,,,,,
7h,485,Hungary,german,26,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,2,stomach ache,jessica,b,c,f,,,,,,,,,
7h,485,Hungary,german,26,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,1,skinned knees,chris,b,a,m,,,,,,,,,
7h,485,Hungary,german,26,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,2,bruised leg,tyler,b,c,m,,,,,,,,,
7h,485,Hungary,german,26,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,4,splinter,dominic,b,c,m,,,,,,,,,
7h,485,Hungary,german,26,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,4,bee sting,jacob,b,a,m,,,,,,,,,
7h,485,Hungary,german,26,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,1,paper cut,kendall,b,c,f,,,,,,,,,
7h,485,Hungary,german,26,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,5,broken arm,sarah,b,a,f,,,,,,,,,
7h,485,Hungary,german,26,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,1,soup,wyatt,w,c,m,,,,,,,,,
7h,485,Hungary,german,26,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,2,stomach ache,robert,w,a,m,,,,,,,,,
7h,485,Hungary,german,26,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,1,skinned knees,tara,w,c,f,,,,,,,,,
7h,485,Hungary,german,26,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",8,2,bruised leg,charlotte,w,a,f,,,,,,,,,
8h,517,Mexico,Spanish,19,female,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue",8,2,splinter,rachel,w,a,f,,,,,,,,,
